Country,date,confirmed,deaths,people_vaccinated
Malaysia,2020-07-08,8677.0,121.0,
Malaysia,2020-07-09,8683.0,121.0,
Malaysia,2020-07-10,8696.0,122.0,
Malaysia,2020-07-11,8704.0,122.0,
Malaysia,2020-07-12,8718.0,122.0,
Malaysia,2020-07-13,8725.0,122.0,
Malaysia,2020-07-14,8729.0,122.0,
Malaysia,2020-07-15,8734.0,122.0,
Malaysia,2020-07-16,8737.0,122.0,
Malaysia,2020-07-17,8755.0,123.0,
Malaysia,2020-07-18,8764.0,123.0,
Malaysia,2020-07-19,8779.0,123.0,
Malaysia,2020-07-20,8800.0,123.0,
Malaysia,2020-07-21,8815.0,123.0,
Malaysia,2020-07-22,8831.0,123.0,
Malaysia,2020-07-23,8840.0,123.0,
Malaysia,2020-07-24,8861.0,123.0,
Malaysia,2020-07-25,8884.0,123.0,
Malaysia,2020-07-26,8897.0,124.0,
Malaysia,2020-07-27,8904.0,124.0,
Malaysia,2020-07-28,8943.0,124.0,
Malaysia,2020-07-29,8956.0,125.0,
Malaysia,2020-07-30,8964.0,125.0,
Malaysia,2020-07-31,8976.0,125.0,
Malaysia,2020-08-01,8985.0,125.0,
Malaysia,2020-08-02,8999.0,125.0,
Malaysia,2020-08-03,9001.0,125.0,
Malaysia,2020-08-04,9002.0,125.0,
Malaysia,2020-08-05,9023.0,125.0,
Malaysia,2020-08-06,9038.0,125.0,
Malaysia,2020-08-07,9063.0,125.0,
Malaysia,2020-08-08,9070.0,125.0,
Malaysia,2020-08-09,9083.0,125.0,
Malaysia,2020-08-10,9094.0,125.0,
Malaysia,2020-08-11,9103.0,125.0,
Malaysia,2020-08-12,9114.0,125.0,
Malaysia,2020-08-13,9129.0,125.0,
Malaysia,2020-08-14,9149.0,125.0,
Malaysia,2020-08-15,9175.0,125.0,
Malaysia,2020-08-16,9200.0,125.0,
Malaysia,2020-08-17,9212.0,125.0,
Malaysia,2020-08-18,9219.0,125.0,
Malaysia,2020-08-19,9235.0,125.0,
Malaysia,2020-08-20,9240.0,125.0,
Malaysia,2020-08-21,9249.0,125.0,
Malaysia,2020-08-22,9257.0,125.0,
Malaysia,2020-08-23,9267.0,125.0,
Malaysia,2020-08-24,9274.0,125.0,
Malaysia,2020-08-25,9285.0,125.0,
Malaysia,2020-08-26,9291.0,125.0,
Malaysia,2020-08-27,9296.0,125.0,
Malaysia,2020-08-28,9306.0,125.0,
Malaysia,2020-08-29,9317.0,126.0,
Malaysia,2020-08-30,9334.0,127.0,
Malaysia,2020-08-31,9340.0,127.0,
Malaysia,2020-09-01,9354.0,128.0,
Malaysia,2020-09-02,9360.0,128.0,
Malaysia,2020-09-03,9374.0,128.0,
Malaysia,2020-09-04,9385.0,128.0,
Malaysia,2020-09-05,9391.0,128.0,
Malaysia,2020-09-06,9397.0,128.0,
Malaysia,2020-09-07,9459.0,128.0,
Malaysia,2020-09-08,9559.0,128.0,
Malaysia,2020-09-09,9583.0,128.0,
Malaysia,2020-09-10,9628.0,128.0,
Malaysia,2020-09-11,9810.0,128.0,
Malaysia,2020-09-12,9868.0,128.0,
Malaysia,2020-09-13,9915.0,128.0,
Malaysia,2020-09-14,9946.0,129.0,
Malaysia,2020-09-15,9969.0,129.0,
Malaysia,2020-09-16,10031.0,129.0,
Malaysia,2020-09-17,10052.0,129.0,
Malaysia,2020-09-18,10147.0,130.0,
Malaysia,2020-09-19,10167.0,131.0,
Malaysia,2020-09-20,10219.0,131.0,
Malaysia,2020-09-21,10276.0,131.0,
Malaysia,2020-09-22,10358.0,132.0,
Malaysia,2020-09-23,10505.0,133.0,
Malaysia,2020-09-24,10576.0,133.0,
Malaysia,2020-09-25,10687.0,133.0,
Malaysia,2020-09-26,10769.0,134.0,
Malaysia,2020-09-27,10919.0,135.0,
Malaysia,2020-09-28,11034.0,136.0,
Malaysia,2020-09-29,11135.0,136.0,
Malaysia,2020-09-30,11224.0,136.0,
Malaysia,2020-10-01,11484.0,136.0,
Malaysia,2020-10-02,11771.0,138.0,
Malaysia,2020-10-03,12088.0,139.0,
Malaysia,2020-10-04,12381.0,141.0,
Malaysia,2020-10-05,12813.0,144.0,
Malaysia,2020-10-06,13504.0,145.0,
Malaysia,2020-10-07,13993.0,148.0,
Malaysia,2020-10-08,14368.0,153.0,
Malaysia,2020-10-09,14722.0,157.0,
Malaysia,2020-10-10,15096.0,160.0,
Malaysia,2020-10-11,15657.0,163.0,
Malaysia,2020-10-12,16220.0,166.0,
Malaysia,2020-10-13,16880.0,170.0,
Malaysia,2020-10-14,17540.0,174.0,
Malaysia,2020-10-15,18129.0,176.0,
Malaysia,2020-10-16,18758.0,182.0,
Malaysia,2020-10-17,19627.0,188.0,
Malaysia,2020-10-18,20498.0,190.0,
Malaysia,2020-10-19,21363.0,197.0,
Malaysia,2020-10-20,22225.0,201.0,
Malaysia,2020-10-21,22957.0,208.0,
Malaysia,2020-10-22,23804.0,219.0,
Malaysia,2020-10-23,24514.0,228.0,
Malaysia,2020-10-24,25742.0,231.0,
Malaysia,2020-10-25,26565.0,237.0,
Malaysia,2020-10-26,27805.0,239.0,
Malaysia,2020-10-27,28640.0,241.0,
Malaysia,2020-10-28,29441.0,251.0,
Malaysia,2020-10-29,30090.0,255.0,
Malaysia,2020-10-30,30889.0,258.0,
Malaysia,2020-10-31,31548.0,263.0,
Malaysia,2020-11-01,32505.0,266.0,
Malaysia,2020-11-02,33339.0,268.0,
Malaysia,2020-11-03,34393.0,270.0,
Malaysia,2020-11-04,35425.0,271.0,
Malaysia,2020-11-05,36434.0,277.0,
Malaysia,2020-11-06,38189.0,279.0,
Malaysia,2020-11-07,39357.0,282.0,
Malaysia,2020-11-08,40209.0,286.0,
Malaysia,2020-11-09,41181.0,294.0,
Malaysia,2020-11-10,42050.0,300.0,
Malaysia,2020-11-11,42872.0,302.0,
Malaysia,2020-11-12,43791.0,303.0,
Malaysia,2020-11-13,45095.0,304.0,
Malaysia,2020-11-14,46209.0,306.0,
Malaysia,2020-11-15,47417.0,309.0,
Malaysia,2020-11-16,48520.0,313.0,
Malaysia,2020-11-17,49730.0,318.0,
Malaysia,2020-11-18,50390.0,322.0,
Malaysia,2020-11-19,51680.0,326.0,
Malaysia,2020-11-20,52638.0,329.0,
Malaysia,2020-11-21,53679.0,332.0,
Malaysia,2020-11-22,54775.0,335.0,
Malaysia,2020-11-23,56659.0,337.0,
Malaysia,2020-11-24,58847.0,341.0,
Malaysia,2020-11-25,59817.0,345.0,
Malaysia,2020-11-26,60752.0,348.0,
Malaysia,2020-11-27,61861.0,350.0,
Malaysia,2020-11-28,63176.0,354.0,
Malaysia,2020-11-29,64485.0,357.0,
Malaysia,2020-11-30,65697.0,360.0,
Malaysia,2020-12-01,67169.0,362.0,
Malaysia,2020-12-02,68020.0,364.0,
Malaysia,2020-12-03,69095.0,375.0,
Malaysia,2020-12-04,70236.0,375.0,
Malaysia,2020-12-05,71359.0,379.0,
Malaysia,2020-12-06,72694.0,382.0,
Malaysia,2020-12-07,74294.0,384.0,
Malaysia,2020-12-08,75306.0,388.0,
Malaysia,2020-12-09,76265.0,393.0,
Malaysia,2020-12-10,78499.0,396.0,
Malaysia,2020-12-11,80309.0,402.0,
Malaysia,2020-12-12,82246.0,411.0,
Malaysia,2020-12-13,83475.0,415.0,
Malaysia,2020-12-14,84846.0,419.0,
Malaysia,2020-12-15,86618.0,422.0,
Malaysia,2020-12-16,87913.0,429.0,
Malaysia,2020-12-17,89133.0,432.0,
Malaysia,2020-12-18,90816.0,432.0,
Malaysia,2020-12-19,91969.0,433.0,
Malaysia,2020-12-20,93309.0,437.0,
Malaysia,2020-12-21,95327.0,438.0,
Malaysia,2020-12-22,97389.0,439.0,
Malaysia,2020-12-23,98737.0,444.0,
Malaysia,2020-12-24,100318.0,446.0,
Malaysia,2020-12-25,101565.0,449.0,
Malaysia,2020-12-26,103900.0,451.0,
Malaysia,2020-12-27,105096.0,452.0,
Malaysia,2020-12-28,106690.0,455.0,
Malaysia,2020-12-29,108615.0,457.0,
Malaysia,2020-12-30,110485.0,463.0,
Malaysia,2020-12-31,113010.0,471.0,
Malaysia,2021-01-01,115078.0,474.0,
Malaysia,2021-01-02,117373.0,483.0,
Malaysia,2021-01-03,119077.0,494.0,
Malaysia,2021-01-04,120818.0,501.0,
Malaysia,2021-01-05,122845.0,512.0,
Malaysia,2021-01-06,125438.0,513.0,
Malaysia,2021-01-07,128465.0,521.0,
Malaysia,2021-01-08,131108.0,537.0,
Malaysia,2021-01-09,133559.0,542.0,
Malaysia,2021-01-10,135992.0,551.0,
Malaysia,2021-01-11,138224.0,555.0,
Malaysia,2021-01-12,141533.0,559.0,
Malaysia,2021-01-13,144518.0,563.0,
Malaysia,2021-01-14,147855.0,578.0,
Malaysia,2021-01-15,151066.0,586.0,
Malaysia,2021-01-16,155095.0,594.0,
Malaysia,2021-01-17,158434.0,601.0,
Malaysia,2021-01-18,161740.0,605.0,
Malaysia,2021-01-19,165371.0,619.0,
Malaysia,2021-01-20,169379.0,630.0,
Malaysia,2021-01-21,172549.0,642.0,
Malaysia,2021-01-22,176180.0,660.0,
Malaysia,2021-01-23,180455.0,667.0,
Malaysia,2021-01-24,183801.0,678.0,
Malaysia,2021-01-25,186849.0,689.0,
Malaysia,2021-01-26,190434.0,700.0,
Malaysia,2021-01-27,194114.0,707.0,
Malaysia,2021-01-28,198208.0,717.0,
Malaysia,2021-01-29,203933.0,733.0,
Malaysia,2021-01-30,209661.0,746.0,
Malaysia,2021-01-31,214959.0,760.0,
Malaysia,2021-02-01,219173.0,770.0,
Malaysia,2021-02-02,222628.0,791.0,
Malaysia,2021-02-03,226912.0,809.0,
Malaysia,2021-02-04,231483.0,826.0,
Malaysia,2021-02-05,234874.0,845.0,
Malaysia,2021-02-06,238721.0,857.0,
Malaysia,2021-02-07,242452.0,872.0,
Malaysia,2021-02-08,245552.0,896.0,
Malaysia,2021-02-09,248316.0,909.0,
Malaysia,2021-02-10,251604.0,923.0,
Malaysia,2021-02-11,254988.0,924.0,
Malaysia,2021-02-12,258306.0,942.0,
Malaysia,2021-02-13,261805.0,948.0,
Malaysia,2021-02-14,264269.0,956.0,
Malaysia,2021-02-15,266445.0,967.0,
Malaysia,2021-02-16,269165.0,976.0,
Malaysia,2021-02-17,272163.0,999.0,
Malaysia,2021-02-18,274875.0,1000.0,
Malaysia,2021-02-19,277811.0,1039.0,
Malaysia,2021-02-20,280272.0,1048.0,
Malaysia,2021-02-21,283569.0,1054.0,
Malaysia,2021-02-22,285761.0,1061.0,
Malaysia,2021-02-23,288229.0,1081.0,
Malaysia,2021-02-24,291774.0,1093.0,63.0
Malaysia,2021-02-25,293698.0,1106.0,1212.0
Malaysia,2021-02-26,295951.0,1116.0,5280.0
Malaysia,2021-02-27,298315.0,1126.0,11990.0
Malaysia,2021-02-28,300752.0,1135.0,18705.0
Malaysia,2021-03-01,302580.0,1140.0,34091.0
Malaysia,2021-03-02,304135.0,1146.0,55773.0
Malaysia,2021-03-03,305880.0,1153.0,78465.0
Malaysia,2021-03-04,307943.0,1158.0,98006.0
Malaysia,2021-03-05,310097.0,1164.0,112371.0
Malaysia,2021-03-06,311777.0,1171.0,128206.0
Malaysia,2021-03-07,313460.0,1174.0,140788.0
Malaysia,2021-03-08,314989.0,1182.0,167992.0
Malaysia,2021-03-09,316269.0,1191.0,198057.0
Malaysia,2021-03-10,317717.0,1196.0,226830.0
Malaysia,2021-03-11,319364.0,1205.0,253345.0
Malaysia,2021-03-12,320939.0,1208.0,279462.0
Malaysia,2021-03-13,322409.0,1211.0,296521.0
Malaysia,2021-03-14,323763.0,1215.0,306828.0
Malaysia,2021-03-15,324971.0,1218.0,327221.0
Malaysia,2021-03-16,326034.0,1223.0,352696.0
Malaysia,2021-03-17,327253.0,1225.0,373489.0
Malaysia,2021-03-18,328466.0,1228.0,390803.0
Malaysia,2021-03-19,330042.0,1230.0,401545.0
Malaysia,2021-03-20,331713.0,1234.0,409249.0
Malaysia,2021-03-21,333040.0,1238.0,418961.0
Malaysia,2021-03-22,334156.0,1243.0,428681.0
Malaysia,2021-03-23,335540.0,1244.0,436987.0
Malaysia,2021-03-24,336808.0,1246.0,443277.0
Malaysia,2021-03-25,338168.0,1248.0,449711.0
Malaysia,2021-03-26,339443.0,1249.0,453649.0
Malaysia,2021-03-27,340642.0,1251.0,455356.0
Malaysia,2021-03-28,341944.0,1255.0,459040.0
Malaysia,2021-03-29,342885.0,1260.0,466906.0
Malaysia,2021-03-30,344018.0,1264.0,478433.0
Malaysia,2021-03-31,345500.0,1272.0,488385.0
Malaysia,2021-04-01,346678.0,1278.0,504293.0
Malaysia,2021-04-02,347972.0,1283.0,511876.0
Malaysia,2021-04-03,349610.0,1286.0,514556.0
Malaysia,2021-04-04,350959.0,1288.0,520585.0
Malaysia,2021-04-05,352029.0,1295.0,529785.0
Malaysia,2021-04-06,353329.0,1300.0,540797.0
Malaysia,2021-04-07,354468.0,1304.0,553497.0
Malaysia,2021-04-08,355753.0,1308.0,565590.0
Malaysia,2021-04-09,357607.0,1313.0,572818.0
Malaysia,2021-04-10,359117.0,1321.0,578489.0
Malaysia,2021-04-11,360856.0,1329.0,590967.0
Malaysia,2021-04-12,362173.0,1333.0,616330.0
Malaysia,2021-04-13,363940.0,1345.0,633147.0
Malaysia,2021-04-14,365829.0,1353.0,654090.0
Malaysia,2021-04-15,367977.0,1363.0,672191.0
Malaysia,2021-04-16,370528.0,1365.0,687821.0
Malaysia,2021-04-17,372859.0,1370.0,696393.0
Malaysia,2021-04-18,375054.0,1378.0,702486.0
Malaysia,2021-04-19,377132.0,1386.0,727154.0
Malaysia,2021-04-20,379473.0,1389.0,749242.0
Malaysia,2021-04-21,381813.0,1400.0,765067.0
Malaysia,2021-04-22,384688.0,1407.0,779462.0
Malaysia,2021-04-23,387535.0,1415.0,791681.0
Malaysia,2021-04-24,390252.0,1426.0,799673.0
Malaysia,2021-04-25,392942.0,1436.0,808785.0
Malaysia,2021-04-26,395718.0,1449.0,830154.0
Malaysia,2021-04-27,398451.0,1462.0,852981.0
Malaysia,2021-04-28,401593.0,1477.0,879445.0
Malaysia,2021-04-29,404925.0,1492.0,885914.0
Malaysia,2021-04-30,408713.0,1506.0,903706.0
Malaysia,2021-05-01,411594.0,1521.0,906636.0
Malaysia,2021-05-02,415012.0,1533.0,914294.0
Malaysia,2021-05-03,417512.0,1551.0,938829.0
Malaysia,2021-05-04,420632.0,1574.0,968970.0
Malaysia,2021-05-05,424376.0,1591.0,1001081.0
Malaysia,2021-05-06,427927.0,1610.0,1038158.0
Malaysia,2021-05-07,432425.0,1632.0,1070515.0
Malaysia,2021-05-08,436944.0,1657.0,1089216.0
Malaysia,2021-05-09,440677.0,1683.0,1115126.0
Malaysia,2021-05-10,444484.0,1700.0,1151856.0
Malaysia,2021-05-11,448457.0,1722.0,1182384.0
Malaysia,2021-05-12,453222.0,1761.0,1192722.0
Malaysia,2021-05-13,458077.0,1788.0,1192834.0
Malaysia,2021-05-14,462190.0,1822.0,1192894.0
Malaysia,2021-05-15,466330.0,1866.0,1203226.0
Malaysia,2021-05-16,470110.0,1902.0,1213220.0
Malaysia,2021-05-17,474556.0,1947.0,1245707.0
Malaysia,2021-05-18,479421.0,1994.0,1291543.0
Malaysia,2021-05-19,485496.0,2040.0,1341772.0
Malaysia,2021-05-20,492302.0,2099.0,1401065.0
Malaysia,2021-05-21,498795.0,2149.0,1443307.0
Malaysia,2021-05-22,505115.0,2199.0,1486654.0
Malaysia,2021-05-23,512091.0,2248.0,1524694.0
Malaysia,2021-05-24,518600.0,2309.0,1594447.0
Malaysia,2021-05-25,525889.0,2369.0,1664342.0
Malaysia,2021-05-26,533367.0,2432.0,1684858.0
Malaysia,2021-05-27,541224.0,2491.0,1743773.0
Malaysia,2021-05-28,549514.0,2552.0,1790733.0
Malaysia,2021-05-29,558534.0,2650.0,1841872.0
Malaysia,2021-05-30,565533.0,2729.0,1880289.0
Malaysia,2021-05-31,572357.0,2796.0,1947966.0
Malaysia,2021-06-01,579462.0,2867.0,2023467.0
Malaysia,2021-06-02,587165.0,2993.0,2120550.0
Malaysia,2021-06-03,595374.0,3096.0,2232023.0
Malaysia,2021-06-04,603122.0,3182.0,2318519.0
Malaysia,2021-06-05,610574.0,3291.0,2390764.0
Malaysia,2021-06-06,616815.0,3378.0,2471973.0
Malaysia,2021-06-07,622086.0,3460.0,2532823.0
Malaysia,2021-06-08,627652.0,3536.0,2641388.0
Malaysia,2021-06-09,633891.0,3611.0,2757753.0
Malaysia,2021-06-10,639562.0,3684.0,2871578.0
Malaysia,2021-06-11,646411.0,3768.0,2967973.0
Malaysia,2021-06-12,652204.0,3844.0,3071437.0
Malaysia,2021-06-13,657508.0,3908.0,3176457.0
Malaysia,2021-06-14,662457.0,3968.0,3324498.0
Malaysia,2021-06-15,667876.0,4069.0,3491636.0
Malaysia,2021-06-16,673026.0,4142.0,3697974.0
Malaysia,2021-06-17,678764.0,4202.0,3883123.0
Malaysia,2021-06-18,685204.0,4276.0,4036213.0
Malaysia,2021-06-19,691115.0,4348.0,4172111.0
Malaysia,2021-06-20,696408.0,4408.0,4294608.0
Malaysia,2021-06-21,701019.0,4477.0,4485225.0
Malaysia,2021-06-22,705762.0,4554.0,4684428.0
Malaysia,2021-06-23,711006.0,4637.0,4869788.0
Malaysia,2021-06-24,716847.0,4721.0,5052781.0
Malaysia,2021-06-25,722659.0,4803.0,5207610.0
Malaysia,2021-06-26,728462.0,4884.0,5349754.0
Malaysia,2021-06-27,734048.0,4944.0,5461511.0
Malaysia,2021-06-28,739266.0,5001.0,5628041.0
Malaysia,2021-06-29,745703.0,5108.0,5786919.0
Malaysia,2021-06-30,751979.0,5170.0,5960881.0
Malaysia,2021-07-01,758967.0,5254.0,6144581.0
Malaysia,2021-07-02,765949.0,5327.0,6314764.0
Malaysia,2021-07-03,772607.0,5434.0,6459533.0
Malaysia,2021-07-04,778652.0,5497.0,6594574.0
Malaysia,2021-07-05,785039.0,5574.0,6801144.0
Malaysia,2021-07-06,792693.0,5677.0,7018204.0
Malaysia,2021-07-07,799790.0,5768.0,7237004.0
Malaysia,2021-07-08,808658.0,5903.0,7467005.0
Malaysia,2021-07-09,817838.0,5980.0,7687650.0
Malaysia,2021-07-10,827191.0,6067.0,7907373.0
Malaysia,2021-07-11,836296.0,6157.0,8102088.0
Malaysia,2021-07-12,844870.0,6260.0,8373938.0
Malaysia,2021-07-13,855949.0,6385.0,8642403.0
Malaysia,2021-07-14,867567.0,6503.0,8937625.0
Malaysia,2021-07-15,880782.0,6613.0,9255337.0
Malaysia,2021-07-16,893323.0,6728.0,9539112.0
Malaysia,2021-07-17,905851.0,6866.0,9803793.0
Malaysia,2021-07-18,916561.0,7019.0,10056297.0
Malaysia,2021-07-19,927533.0,7148.0,10344974.0
Malaysia,2021-07-20,939899.0,7241.0,10553394.0
Malaysia,2021-07-21,951884.0,7440.0,10842380.0
Malaysia,2021-07-22,964918.0,7574.0,11185645.0
Malaysia,2021-07-23,980491.0,7718.0,11500191.0
Malaysia,2021-07-24,996393.0,7902.0,11796067.0
Malaysia,2021-07-25,1013438.0,7994.0,12088459.0
Malaysia,2021-07-26,1027954.0,8201.0,12431100.0
Malaysia,2021-07-27,1044071.0,8408.0,12797518.0
Malaysia,2021-07-28,1061476.0,8551.0,13172825.0
Malaysia,2021-07-29,1078646.0,8725.0,13535808.0
Malaysia,2021-07-30,1095486.0,8859.0,13868710.0
Malaysia,2021-07-31,1113272.0,9024.0,14205191.0
Malaysia,2021-08-01,1130422.0,9184.0,14515627.0
Malaysia,2021-08-02,1146186.0,9403.0,14752550.0
Malaysia,2021-08-03,1163291.0,9598.0,15006560.0
Malaysia,2021-08-04,1183110.0,9855.0,15249438.0
Malaysia,2021-08-05,1203706.0,10019.0,15485443.0
Malaysia,2021-08-06,1224595.0,10179.0,15690836.0
Malaysia,2021-08-07,1243852.0,10389.0,15895851.0
Malaysia,2021-08-08,1262540.0,10749.0,16068140.0
Malaysia,2021-08-09,1279776.0,10961.0,16271598.0
Malaysia,2021-08-10,1299767.0,11162.0,16448664.0
Malaysia,2021-08-11,1320547.0,11373.0,16693753.0
Malaysia,2021-08-12,1342215.0,11691.0,16912320.0
Malaysia,2021-08-13,1363683.0,11968.0,17098290.0
Malaysia,2021-08-14,1384353.0,12228.0,17279838.0
Malaysia,2021-08-15,1404899.0,12510.0,17438478.0
Malaysia,2021-08-16,1424639.0,12784.0,17629723.0
